fold,epoch,tr_huber,val_huber_mean,val_huber_std,val_mae_mean,val_mae_std
0,0,0.03166753088766681,0.022324195131659508,0.007123008836060762,27.305469512939453,7.1809611320495605
0,1,0.015788067723865023,0.008024394512176514,0.013830532319843769,11.905487060546875,14.514307022094727
0,2,0.004285324991915636,0.004369734320789576,0.006055600941181183,7.9629902839660645,7.098306179046631
0,3,0.0026553844106680853,0.002703179372474551,0.004163402132689953,6.068149089813232,5.207358360290527
0,4,0.0015370881771966023,0.0022663897834718227,0.004410829395055771,5.359773635864258,5.400064468383789
0,5,0.0010090787430777918,0.0017665320774540305,0.0032243719324469566,4.788084030151367,4.256551265716553
0,6,0.0008412470834437294,0.0014331727288663387,0.001792440889403224,4.41875696182251,3.0859951972961426
0,7,0.0007143364513312724,0.00160780712030828,0.0020102253183722496,4.657040596008301,3.322251796722412
0,8,0.0006081216199334858,0.001422487199306488,0.001650438760407269,4.48158073425293,2.9428935050964355
0,9,0.0005271020008351564,0.0014486031141132116,0.0017904549604281783,4.481960773468018,3.0695955753326416
0,10,0.0005142385772384115,0.0014589878264814615,0.0018253934103995562,4.4876885414123535,3.10334849357605
0,11,0.0005104320212607032,0.0014585964381694794,0.0018271071603521705,4.483791828155518,3.1079955101013184
0,12,0.0005070722172189629,0.0014612121740356088,0.0018390710465610027,4.482874870300293,3.12068510055542
0,13,0.0005040257563389905,0.0014610756188631058,0.0018299459479749203,4.483242511749268,3.116352081298828
0,14,0.0005004357339214182,0.0014573887456208467,0.0018149148672819138,4.479313373565674,3.105991840362549
0,15,0.000498786431172506,0.0014519351534545422,0.001805587555281818,4.469318389892578,3.100186824798584
0,16,0.0004942966681709767,0.001443580025807023,0.0017726999940350652,4.462191581726074,3.074613094329834
0,17,0.0004919951160277005,0.0014409353025257587,0.0017634229734539986,4.458842754364014,3.0682971477508545
0,18,0.0004896704137776794,0.0014433559263125062,0.001767381327226758,4.462497711181641,3.071601629257202
0,19,0.00048679673101605797,0.0014330027624964714,0.0017366583924740553,4.449905872344971,3.048611879348755
0,20,0.0004849980653746274,0.0014244168996810913,0.0017244612099602818,4.433722972869873,3.0409722328186035
0,21,0.0004825577144100583,0.001432942459359765,0.0017464949050918221,4.443706035614014,3.058938980102539
0,22,0.0004797450992693462,0.001432172255590558,0.0017425300320610404,4.442086696624756,3.0569710731506348
0,23,0.0004783466158082318,0.0014326523523777723,0.0017468794248998165,4.4408135414123535,3.0609960556030273
0,24,0.00047587037460148154,0.0014336217427626252,0.001728591974824667,4.447174072265625,3.048846960067749
0,25,0.0004736967013276955,0.0014245379716157913,0.001708697760477662,4.432408809661865,3.035778760910034
0,26,0.00047140700921648404,0.0014337021857500076,0.0017116538947448134,4.451724529266357,3.0365352630615234
0,27,0.000471280046631115,0.0014200553996488452,0.0016679352847859263,4.441623210906982,2.996255397796631
0,28,0.0004672952898456729,0.0014261301839724183,0.001691793673671782,4.4446120262146,3.0174200534820557
0,29,0.00046455320664384264,0.0014223408652469516,0.0016962349181994796,4.4347429275512695,3.0220839977264404
0,30,0.0004612989047836614,0.0014175927499309182,0.0016924673691391945,4.424185276031494,3.021580457687378
0,31,0.0004602799468601581,0.0014140426646918058,0.0016866629011929035,4.419124126434326,3.016127824783325
0,32,0.000457464262813409,0.001421975321136415,0.001708921161480248,4.427408695220947,3.034759759902954
0,33,0.0004555186826281397,0.001416534185409546,0.0016842264449223876,4.423871994018555,3.016127586364746
0,34,0.00045290448386887353,0.0014211437664926052,0.001693798927590251,4.43121337890625,3.0226528644561768
0,35,0.00045251611501295514,0.0014375855680555105,0.0017524136928841472,4.442907333374023,3.0727574825286865
0,36,0.00044849628899642764,0.0014364009257405996,0.0017321790801361203,4.449015140533447,3.054377555847168
0,37,0.00044687751324643524,0.001433517667464912,0.0017161098076030612,4.4497151374816895,3.039788007736206
0,38,0.0004443463198500926,0.001426252769306302,0.0016984405228868127,4.439786911010742,3.026397705078125
0,39,0.00044176981161280583,0.0014311717823147774,0.0017193859675899148,4.440798282623291,3.045720338821411
0,40,0.00043946727135467785,0.0014215178089216352,0.0016891584964469075,4.42910623550415,3.023588180541992
0,41,0.0004380749988190598,0.0014264826895669103,0.001714153215289116,4.42979621887207,3.0454516410827637
0,42,0.00043493677900203906,0.0014296502340584993,0.0017246645875275135,4.432698726654053,3.054455280303955
0,43,0.00043278066683801223,0.0014407008420675993,0.0017433571629226208,4.4505534172058105,3.068614959716797
0,44,0.00043062400930889497,0.0014430927112698555,0.0017484384588897228,4.453380584716797,3.0728604793548584
0,45,0.0004278388524379887,0.0014339437475427985,0.0017210773658007383,4.442639350891113,3.0523364543914795
0,46,0.00042903891589073605,0.0014174033422023058,0.001670641591772437,4.423750400543213,3.0133841037750244
0,47,0.00042492912980157454,0.0014301218325272202,0.0017218864522874355,4.433404922485352,3.053795576095581
0,48,0.0004226235776066095,0.0014491211622953415,0.0017702983459457755,4.455376148223877,3.09450364112854
0,49,0.00042051587276455116,0.0014444985426962376,0.0017488065641373396,4.452435493469238,3.0781707763671875
