fold,epoch,tr_huber,val_huber_mean,val_huber_std,val_mae_mean,val_mae_std
2,0,0.002166418238740527,0.0017802190268412232,0.0016973153688013554,5.191886901855469,2.96197772026062
2,1,0.0014691853957518822,0.0014920260291546583,0.0016334452666342258,4.6448564529418945,2.8970487117767334
2,2,0.0012369875351644374,0.001236737472936511,0.0014911082107573748,4.135112285614014,2.7762434482574463
2,3,0.001006981171314802,0.001149822142906487,0.0013506689574569464,3.905507802963257,2.783879280090332
2,4,0.0008683935686183924,0.0010805678321048617,0.0015217824839055538,3.63486385345459,2.9174439907073975
2,5,0.00086372944007797,0.0012262619566172361,0.0017891591414809227,3.8332481384277344,3.1721339225769043
2,6,0.000688590392801967,0.001137081882916391,0.001605277182534337,3.7887678146362305,2.928060531616211
2,7,0.0005181951243712595,0.0010955666657537222,0.0015847926260903478,3.6411824226379395,2.9604320526123047
2,8,0.00042368817693469197,0.0010727281915023923,0.0015171640552580357,3.6742777824401855,2.8372597694396973
2,9,0.00037066907177425246,0.0010799943702295423,0.0015442217700183392,3.6585693359375,2.882603883743286
2,10,0.0003615497612345004,0.0010850903345271945,0.00155995087698102,3.652836561203003,2.907824993133545
2,11,0.00035615175041708755,0.0010896176099777222,0.0015757631044834852,3.6439640522003174,2.93522572517395
2,12,0.00035144869717910435,0.001093298546038568,0.0015876482939347625,3.640007972717285,2.9535694122314453
2,13,0.0003470003618999864,0.0010937346378341317,0.0015956138959154487,3.6320972442626953,2.965935707092285
2,14,0.0003427049922968515,0.0010953425662592053,0.0016021489864215255,3.6283621788024902,2.976801872253418
2,15,0.0003392597422300076,0.0010985357221215963,0.0016107705887407064,3.6280086040496826,2.98868465423584
2,16,0.0003353319084977336,0.0011008153669536114,0.0016157100908458233,3.6285884380340576,2.996286392211914
2,17,0.00033248988492590745,0.0011033698683604598,0.0016187659930437803,3.634427785873413,2.9981884956359863
2,18,0.00032964772580078603,0.0011051761684939265,0.0016230636974796653,3.6353542804718018,3.003499984741211
2,19,0.000326797561755291,0.0011046809377148747,0.0016208968590945005,3.6355247497558594,3.0016071796417236
2,20,0.00032387440847797376,0.0011033014161512256,0.001622511656023562,3.629768133163452,3.004328966140747
2,21,0.0003211909354749051,0.00110498012509197,0.0016274411464110017,3.6302385330200195,3.009800434112549
2,22,0.0003186421705212331,0.0011034189956262708,0.0016268925974145532,3.6261796951293945,3.0098495483398438
2,23,0.00031586230210395473,0.0011053665075451136,0.0016311407089233398,3.6282947063446045,3.0139806270599365
2,24,0.0003134930296448257,0.0011095230001956224,0.0016392981633543968,3.6319398880004883,3.0233795642852783
2,25,0.0003106534073594958,0.0011065996950492263,0.0016360768349841237,3.6276471614837646,3.019237518310547
2,26,0.00030803793307506675,0.0011076988885179162,0.001638754503801465,3.6294093132019043,3.0211737155914307
2,27,0.00030515423383225095,0.0011066746665164828,0.0016393251717090607,3.6260104179382324,3.0225634574890137
2,28,0.0003035596672403203,0.0011073390487581491,0.0016426309011876583,3.624962091445923,3.0266504287719727
2,29,0.00030029775631247146,0.0011112294159829617,0.0016487237298861146,3.62945294380188,3.034367561340332
2,30,0.00029756586996937227,0.0011132207000628114,0.0016463223146274686,3.638596773147583,3.029383659362793
2,31,0.00029514296364857617,0.0011133963707834482,0.0016469666734337807,3.6382951736450195,3.030066728591919
2,32,0.0002931797213739518,0.0011163101298734546,0.001655138679780066,3.6392319202423096,3.0391530990600586
2,33,0.0002899570688675863,0.001113110687583685,0.0016498997574672103,3.6373472213745117,3.031200647354126
2,34,0.0002881407360264072,0.001110923127271235,0.0016459637554362416,3.6350953578948975,3.0266013145446777
2,35,0.0002852053803949137,0.0011157882399857044,0.001661329180933535,3.634227752685547,3.0441296100616455
2,36,0.0002827942708267294,0.0011150907957926393,0.001657349755987525,3.6368117332458496,3.0383355617523193
2,37,0.00027986608699641445,0.001112588681280613,0.0016522194491699338,3.635215997695923,3.0319809913635254
2,38,0.0002774600507550393,0.0011140350252389908,0.0016570842126384377,3.6366875171661377,3.035691738128662
2,39,0.00027461062735793264,0.0011149527272209525,0.0016567670973017812,3.639529228210449,3.035316228866577
2,40,0.00027210614220662553,0.0011152469087392092,0.0016551028238609433,3.6423399448394775,3.033010959625244
2,41,0.0002699685092066471,0.0011179705616086721,0.0016644764691591263,3.642197370529175,3.042778253555298
2,42,0.0002669783166228709,0.001119942287914455,0.0016656693769618869,3.6445908546447754,3.046147584915161
2,43,0.00026470914846427285,0.0011185716139152646,0.0016563872341066599,3.6492834091186523,3.0354671478271484
2,44,0.0002624847936782647,0.0011174831306561828,0.0016562251839786768,3.6488633155822754,3.0329384803771973
2,45,0.000259738484887886,0.0011163558810949326,0.0016534205060452223,3.6506946086883545,3.0267066955566406
2,46,0.00025756365057807697,0.0011172662489116192,0.0016609220765531063,3.6473779678344727,3.034449815750122
2,47,0.00025490543586343073,0.0011193014215677977,0.0016637133667245507,3.6495420932769775,3.0385091304779053
2,48,0.0002525421945558099,0.0011217413702979684,0.0016658732201904058,3.65138840675354,3.0443038940429688
2,49,0.0002498414746669093,0.0011222742032259703,0.0016638720408082008,3.654675006866455,3.0418965816497803
