tr_huber,epoch,val_huber,val_mae
0.0248528817402465,0,0.0226768720895051,77.0895767211914
0.0189220148271748,1,0.0135135212913155,46.54507446289063
0.0089491272787088,2,0.0043960916809737,16.10502052307129
0.0043924766811257,3,0.0040453397668898,14.918930053710938
0.004670229925755,4,0.0038834575098007,14.376896858215332
0.0043964385980388,5,0.0037058221641927,13.83363914489746
0.0039120330081775,6,0.0039247320964932,14.53115463256836
0.0042252379198729,7,0.0037220569793134,13.874699592590332
0.0045001981904663,8,0.0037549517583101,13.971470832824709
0.0044341501435359,9,0.0038704210892319,14.34736442565918
0.0041850610583906,10,0.0037883436307311,14.085993766784668
0.0039653105635138,11,0.0042414083145558,15.589141845703123
0.0043246909201246,12,0.0037237261421978,13.859508514404297
0.0041482287960374,13,0.0037178825587034,13.857701301574709
0.0043814537300709,14,0.0042555914260447,15.635563850402832
0.0045454616584739,15,0.0038241809234023,14.186086654663086
0.0043681983180268,16,0.0037949958350509,14.112396240234377
0.004313535044563,17,0.0047333952970802,17.23102569580078
0.0044566974529701,18,0.0037655704654753,14.006360054016112
0.004933355206253,19,0.0039589474909007,14.642461776733398
0.0049757595644427,20,0.0038367821834981,14.231532096862791
0.0041331343034434,21,0.0037363714072853,13.933408737182615
0.0039864467024537,22,0.0037282055709511,13.86452865600586
0.0046821513065619,23,0.0037867138162255,14.042438507080078
0.003746823139984,24,0.0036997073329985,13.787960052490234
0.0045397047497503,25,0.0038587546441704,14.306774139404297
0.004035575599267,26,0.0034371374640613,12.910984992980955
0.0043668219889751,27,0.0041394429281353,15.245146751403809
0.0044261333710818,28,0.0036738773342221,13.689081192016602
0.0045423096875013,29,0.0036446505691856,13.59395694732666
0.004609023463171,30,0.0036747383419424,13.693892478942873
0.0036581955151929,31,0.0034947569947689,13.099406242370604
0.0038733926699116,32,0.0034228647127747,12.85651683807373
0.0036799196089731,33,0.0040660952217876,14.984519004821776
0.0035263344352086,34,0.003057811409235,11.635796546936035
0.0030330984127988,35,0.0030392974149435,11.541459083557127
0.003649335387828,36,0.0035965747665613,13.450028419494627
0.004192423860053,37,0.0034406688064336,12.868463516235352
0.003742940992364,38,0.0032589260954409,12.32146453857422
0.0033161802845769,39,0.0032439588103443,12.20895767211914
0.0029071915980276,40,0.0028852098621428,11.039560317993164
0.0034044880602016,41,0.0031767005566507,12.043620109558104
0.0031030978484801,42,0.0031937998719513,12.074665069580078
0.003117474694071,43,0.0026859052013605,10.377192497253418
0.0031125426663047,44,0.0034179475624114,12.815635681152344
0.0029822043256064,45,0.0033208355307579,12.503363609313965
0.0025687469298682,46,0.0027508148923516,10.601831436157228
0.0024958238659286,47,0.0027915595564991,10.73794174194336
0.002462745635317,48,0.0025984307285398,10.084328651428224
0.0023267439548399,49,0.0027095694094896,10.401111602783203
0.0028797887088683,50,0.002786346245557,10.71072769165039
0.002165305923269,51,0.0026544115971773,10.270099639892578
0.002561522653678,52,0.0023738506715744,9.311468124389648
0.0023604705674355,53,0.0026409474667161,10.211797714233398
0.0024945483774918,54,0.0024843926075845,9.682889938354492
0.0022150992735987,55,0.0023224293254315,9.135298728942873
0.0025485731395227,56,0.0023152772337198,9.10689926147461
0.0021340812967611,57,0.002324798842892,9.144014358520508
0.0022448270039826,58,0.0023727628868073,9.313406944274902
0.0021007976636387,59,0.0023910652380436,9.37862491607666
0.0024140002902195,60,0.0023043991532176,9.071721076965332
0.0024275251939519,61,0.0023031523451209,9.067357063293455
0.0021155743604084616,62,0.0024134088307619095,9.446375846862793
0.002566415460766008,63,0.0024372683838009834,9.526010513305664
0.002122015231309758,64,0.0024844526778906584,9.68093204498291
0.0022200133406636733,65,0.0023204528260976076,9.125825881958008
0.002153236759893064,66,0.0023415477480739355,9.20139217376709
0.0022062286706368097,67,0.0022689485922455788,8.956341743469238
0.0023076356054825367,68,0.0022678538225591183,8.955262184143066
0.0024876143469722296,69,0.0022377441637218,8.854634284973145
0.002021254770495164,70,0.0022608402650803328,8.932682991027832
0.0023483569020754658,71,0.002451820531859994,9.576133728027344
0.00200684581610329,72,0.0022324505262076855,8.838598251342773
0.002271426389467836,73,0.0025038861203938723,9.75464916229248
0.0022840778195187543,74,0.0024043216835707426,9.424830436706543
0.0019679361871474572,75,0.002246286254376173,8.8720064163208
0.0022588065033659756,76,0.002425031503662467,9.494156837463379
0.0021422423181190553,77,0.002427376341074705,9.509605407714844
0.0022396337688183033,78,0.00222186092287302,8.78532600402832
0.002034280891945985,79,0.0022318849805742502,8.832107543945312
0.0021678176661745446,80,0.0022188248112797737,8.79306411743164
0.002027142190669036,81,0.0023674974218010902,9.302714347839355
0.001845251408778903,82,0.002315719611942768,9.112113952636719
0.001817220930967537,83,0.0024695892352610826,9.636070251464844
0.002364330550855292,84,0.0024601875338703394,9.600907325744629
0.001994474752902942,85,0.002258336404338479,8.925823211669922
0.002437020841653623,86,0.0022479190956801176,8.876875877380371
0.0022011224090772662,87,0.0022673315834254026,8.940666198730469
0.0023401948428031297,88,0.0023152902722358704,9.109740257263184
0.0018894050456821083,89,0.002301265951246023,9.061057090759277
0.0021173097546644776,90,0.0022483987268060446,8.890052795410156
0.002307245509766698,91,0.0023243932519108057,9.149312973022461
0.0018620343101674178,92,0.002269724616780877,8.97914981842041
0.0019446176250182492,93,0.0024055454414337873,9.413538932800293
0.002313579864472113,94,0.002167166443541646,8.600716590881348
0.0019421438185102545,95,0.002156848320737481,8.573814392089844
0.002125150652968192,96,0.002145491074770689,8.533646583557129
0.0019407203190541845,97,0.002185431309044361,8.674877166748047
0.0019585419795847122,98,0.0022507745306938887,8.90246868133545
0.002246569067433391,99,0.0023268298245966434,9.170510292053223
